District.Type,District.Number,name19.x,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25,math19,reading19,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,filter_helper
1,803,Wheaton Area Public School District,392,82.65%,33.42%,Wheaton Area Public School District,379,81.27%,28.23%,Wheaton Area Public School District,352,79.55%,42.33%,60.44,64.1,38.15,50.29,Wheaton Area Public School District,43.64,45.93,Wheaton Area Public School District,-0.3687955,-0.2229,0.143905636,0.0549,-0.277961615,-0.168,-0.215444618,-0.1381,-0.086697156,-0.0436,-0.283463339,-0.1817,Wheaton Area Public School District,-0.168
1,811,Wabasha-Kellogg Public School Dist.,515,89.90%,33.01%,Wabasha-Kellogg Public School District,899,81.20%,28.03%,Wabasha-Kellogg Public School District,757,82.69%,36.86%,62.5,65.14,34.2,48.97,Wabasha-Kellogg Public School District,31.17,47.55,Wabasha-Kellogg Public School District,-0.4528,-0.283,-0.088596491,-0.0303,-0.50128,-0.3133,-0.248234572,-0.1617,-0.028997345,-0.0142,-0.270033773,-0.1759,Wabasha-Kellogg Public School District,-0.1759
1,255,Pine Island Public School Dist.,1358,92.49%,15.61%,Pine Island Public School District,1493,90.76%,8.24%,Pine Island Public School District,1562,90.14%,17.67%,66.85,68.99,56.07,56.93,Pine Island Public School District,52.23,56.47,Pine Island Public School District,-0.161256545,-0.1078,-0.068485821,-0.0384,-0.218698579,-14.62,-0.174807943,-0.1206,-0.008080098,-0.0046,-0.181475576,-12.52,Pine Island Public School District,-12.52
1,818,Verndale Public School District,573,92.50%,53.40%,Verndale Public School District,525,91.24%,44.57%,Verndale Public School District,484,91.94%,44.01%,42.81,53.04,26.03,39.09,Verndale Public School District,31.93,40.31,Verndale Public School District,-0.391964494,-0.1678,0.226661544,0.059,-0.254146228,-0.1088,-0.26300905,-0.1395,0.031210028,0.0122,-0.240007541,-0.1273,Verndale Public School District,-0.1088
1,820,Sebeka Public School District,496,93.95%,44.56%,Sebeka Public School District,450,94.89%,42.44%,Sebeka Public School District,451,92.68%,55.21%,56.83,61.21,39.13,53.72,Sebeka Public School District,46.15,47.25,Sebeka Public School District,-0.311455217,-0.177,0.179401993,0.0702,-0.187928911,-0.1068,-0.122365627,-0.0749,-0.120439315,-0.0647,-0.228067309,-0.1396,Sebeka Public School District,-0.1068
1,622,North St Paul-Maplewood Oakdale Public School District,10808,36.20%,56.31%,North St. Paul-Maplewood Oakdale Public School District,10450,30.56%,54.19%,North St. Paul-Maplewood Oakdale Public School District,10754,24.25%,64.03%,51.82,50.94,29.85,36.54,North St. Paul-Maplewood Oakdale Public School District,32.45,35.74,North St. Paul-Maplewood Oakdale Public School District,-0.42396758,-0.2197,0.087102178,0.026,-0.373793902,-19.37,-0.282685512,-0.144,-0.021893815,-0.008,-0.298390263,-15.2,North St. Paul-Maplewood Oakdale Public School District,-15.2
1,717,Jordan Public School District,1908,80.87%,20.13%,Jordan Public School District,1852,75.92%,17.17%,Jordan Public School District,1877,75.65%,26.80%,61.37,66.76,53.33,58.6,Jordan Public School District,49.25,56.09,Jordan Public School District,-0.131008636,-0.0804,-0.076504782,-0.0408,-0.197490631,-12.12,-0.12222888,-0.0816,-0.042832765,-0.0251,-0.159826243,-10.67,Jordan Public School District,-10.67
1,465,Litchfield Public School District,1578,86.88%,35.30%,Litchfield Public School District,1527,84.54%,31.11%,Litchfield Public School District,1566,81.35%,39.78%,58.86,65.23,55.38,49.81,Litchfield Public School District,51.13,51.86,Litchfield Public School District,-0.059123344,-0.0348,-0.076742506,-0.0425,-0.131328576,-7.73,-0.236394297,-0.1542,0.041156394,0.0205,-0.20496704,-13.37,Litchfield Public School District,-7.73
1,911,Cambridge-Isanti Public School Dist,5040,89.05%,30.02%,Cambridge-Isanti Public School District,5068,86.01%,21.27%,Cambridge-Isanti Public School District,5007,83.18%,35.01%,59.23,62.21,45.9,50.06,Cambridge-Isanti Public School District,45.99,46.86,Cambridge-Isanti Public School District,-0.225054871,-0.1333,0.001960784,0.0009,-0.223535371,-13.24,-0.195306221,-0.1215,-0.063923292,-0.032,-0.246744896,-15.35,Cambridge-Isanti Public School District,-13.24
1,833,South Washington County School Dist,18966,66.80%,18.10%,South Washington County Schools,18994,62.87%,15.38%,South Washington County Schools,19578,57.23%,23.44%,64.92,67.99,51.35,56.71,South Washington County Schools,51.84,54.46,South Washington County Schools,-0.209026494,-0.1357,0.009542356,0.0049,-0.201478743,-13.08,-0.165906751,-0.1128,-0.039675542,-0.0225,-0.198999853,-13.53,South Washington County School District,-13.08
1,912,Milaca Public School District,1812,92.72%,42.22%,Milaca Public School District,1673,93.13%,37.78%,Milaca Public School District,1639,89.99%,45.27%,58.54,58.3,47.36,48.07,Milaca Public School District,42.71,46.38,Milaca Public School District,-0.190980526,-0.1118,-0.098184122,-0.0465,-0.270413393,-15.83,-0.175471698,-0.1023,-0.035157063,-0.0169,-0.204459691,-11.92,Milaca Public School District,-11.92
1,836,Butterfield Public School District,208,37.50%,65.38%,Butterfield Public School District,226,23.89%,65.93%,Butterfield-Odin Public School District,213,26.76%,69.95%,21.55,32.69,24.77,29.09,Butterfield Public School District,32.41,31.07,Butterfield-Odin Public School District,0.149419954,0.0322,0.308437626,0.0764,0.503944316,0.1086,-0.110125421,-0.036,0.068064627,0.0198,-0.049556439,-0.0162,Butterfield Public School District,0.1086
1,837,Madelia Public School District,614,51.95%,52.28%,Madelia Public School District,629,50.87%,36.41%,Madelia Public School District,646,47.37%,49.69%,50.73,53.36,40.89,46.73,Madelia Public School District,31.01,37.18,Madelia Public School District,-0.193968066,-0.0984,-0.241623869,-0.0988,-0.388724621,-0.1972,-0.124250375,-0.0663,-0.204365504,-0.0955,-0.303223388,-0.1618,Madelia Public School District,-0.1618
1,750,Rocori Public School District,2135,86.32%,25.81%,Rocori Public School District,2374,84.37%,20.47%,Rocori Public School District,2406,80.55%,28.80%,61.63,65.09,52.8,52.76,Rocori Public School District,48.12,47.13,ROCORI Public School District,-0.143274379,-0.0883,-0.088636364,-0.0468,-0.219211423,-13.51,-0.18943002,-0.1233,-0.106709629,-0.0563,-0.275925641,-17.96,Rocori Public School District,-13.51
1,846,Breckenridge Public School District,643,83.67%,39.04%,Breckenridge Public School District,638,82.92%,35.11%,Breckenridge Public School District,576,75.87%,45.31%,51.04,54.46,43.07,43.53,Breckenridge Public School District,37.5,44.6,Breckenridge Public School District,-0.156152038,-0.0797,-0.129324356,-0.0557,-0.265282132,-0.1354,-0.20069776,-0.1093,0.024580749,0.0107,-0.181050312,-0.0986,Breckenridge Public School District,-0.0986
1,850,Rothsay Public School District,304,92.76%,40.13%,Rothsay Public School District,309,92.88%,29.13%,Rothsay Public School District,334,93.41%,28.44%,61.25,57.14,57.5,56.17,Rothsay Public School District,53.59,46.71,Rothsay Public School District,-0.06122449,-0.0375,-0.068,-0.0391,-0.125061224,-0.0766,-0.016975849,-0.0097,-0.168417305,-0.0946,-0.182534127,-0.1043,Rothsay Public School District,-0.0766
1,852,Campbell-Tintah Public School Dist.,144,86.81%,51.39%,Campbell-Tintah Public School District,142,85.92%,38.73%,Campbell-Tintah Public School District,115,84.35%,21.74%,32.81,51.47,38.6,35.82,Campbell-Tintah Public School District,31.03,30,Campbell-Tintah Public School District,0.176470588,0.0579,-0.19611399,-0.0757,-0.054251753,-0.0178,-0.304060618,-0.1565,-0.162479062,-0.0582,-0.417136196,-0.2147,Campbell-Tintah Public School District,-0.0178
1,857,Lewiston-Altura Public School Dist.,745,88.19%,32.48%,Lewiston-Altura Public School District,692,85.12%,23.27%,Lewiston-Altura Public School District,591,81.56%,35.36%,49.21,62.67,44.86,53.43,Lewiston-Altura Public School District,57.63,55.31,Lewiston-Altura Public School District,-0.088396667,-0.0435,0.284663397,0.1277,0.171103434,0.0842,-0.147438966,-0.0924,0.035186225,0.0188,-0.117440562,-0.0736,Lewiston-Altura Public School District,0.0842
1,858,St. Charles Public School District,996,80.82%,29.32%,St. Charles Public School District,1027,81.69%,20.74%,St. Charles Public School District,936,80.88%,28.21%,65.08,65.41,51.06,52.51,St. Charles Public School District,46.73,52.15,St. Charles Public School District,-0.215427167,-0.1402,-0.084802193,-0.0433,-0.281960664,-0.1835,-0.197217551,-0.129,-0.006855837,-0.0036,-0.202721296,-0.1326,St. Charles Public School District,-0.1326
1,16,Spring Lake Park Public Schools,6096,56.35%,34.51%,Spring Lake Park Public Schools,6187,51.30%,36.22%,Spring Lake Park Public Schools,6113,45.28%,45.44%,46.83,56.59,37.68,45.05,Spring Lake Park Public Schools,36.18,40.67,Spring Lake Park Public Schools,-0.195387572,-0.0915,-0.039808917,-0.015,-0.227418322,-10.65,-0.203922955,-0.1154,-0.097225305,-0.0438,-0.281321788,-15.92,Spring Lake Park Public Schools,-10.65
1,682,Roseau Public School District,1183,93.74%,27.39%,Roseau Public School District,1162,90.96%,16.78%,Roseau Public School District,1101,87.92%,28.16%,60.74,64.61,43.5,52.08,Roseau Public School District,38.26,46.87,Roseau Public School District,-0.28383273,-0.1724,-0.12045977,-0.0524,-0.370102074,-22.48,-0.193932828,-0.1253,-0.100038402,-0.0521,-0.2745705,-17.74,Roseau Public School District,-17.74
1,200,Hastings Public School District,4391,86.31%,21.68%,Hastings Public School District,4160,82.69%,15.41%,Hastings Public School District,4041,80.60%,28.51%,68,65.54,48.61,52.08,Hastings Public School District,43.18,49.17,Hastings Public School District,-0.285147059,-0.1939,-0.11170541,-0.0543,-0.365,-24.82,-0.205370766,-0.1346,-0.055875576,-0.0291,-0.249771132,-16.37,Hastings Public School District,-16.37
1,181,Brainerd Public School District,6812,91.62%,40.59%,Brainerd Public School District,6306,89.99%,31.64%,Brainerd Public School District,6079,87.88%,40.19%,62.21,67.87,50.17,55.77,Brainerd Public School District,45.64,51.48,Brainerd Public School District,-0.193538016,-0.1204,-0.090293004,-0.0453,-0.266355891,-16.57,-0.17828201,-0.121,-0.076923077,-0.0429,-0.241491086,-16.39,Brainerd Public School District,-16.39
1,881,Maple Lake Public School District,850,95.53%,19.88%,Maple Lake Public School District,787,96.32%,17.03%,Maple Lake Public School District,744,95.03%,23.66%,58.57,58.29,54.29,52.13,Maple Lake Public School District,52.49,54.67,Maple Lake Public School District,-0.073074953,-0.0428,-0.033155277,-0.018,-0.10380741,-0.0608,-0.105678504,-0.0616,0.048724343,0.0254,-0.062103277,-0.0362,Maple Lake Public School District,-0.0362
1,840,St. James Public School District,1042,47.79%,54.89%,St. James Public School District,1076,43.68%,48.70%,St. James Public School District,1143,37.01%,56.61%,56.4,57.25,42.33,44.3,St. James Public School District,36.59,39.31,St. James Public School District,-0.249468085,-0.1407,-0.135601228,-0.0574,-0.351241135,-19.81,-0.226200873,-0.1295,-0.112641084,-0.0499,-0.313362445,-17.94,St. James Public School District,-17.94
1,879,Delano Public School District,2501,93.84%,8.92%,Delano Public School District,2429,92.34%,5.35%,Delano Public School District,2457,90.07%,12.33%,78.36,79.18,73.41,74.3,Delano Public School District,67.57,71.12,Delano Public School District,-0.063169985,-0.0495,-0.079553194,-0.0584,-0.137697805,-10.79,-0.061631725,-0.0488,-0.042799462,-0.0318,-0.101793382,-8.06,Delano Public School District,-8.06
1,885,St. Michael-Albertville School Dist,6463,86.82%,11.96%,St. Michael-Albertville School District,6653,85.25%,9.00%,St. Michael-Albertville School District,6795,79.25%,18.63%,75.35,76.18,63.12,63.7,St. Michael-Albertville School District,59.96,60.75,St. Michael-Albertville School District,-0.162309224,-0.1223,-0.050063371,-0.0316,-0.204246848,-15.39,-0.163822526,-0.1248,-0.046310832,-0.0295,-0.2025466,-15.43,St. Michael-Albertville School District,-15.39
1,891,Canby Public School District,579,93.61%,29.71%,Canby Public School District,590,92.03%,34.41%,Canby Public School District,604,91.39%,40.23%,62.54,67.93,48.36,57.89,Canby Public School District,40.07,50.68,Canby Public School District,-0.22673489,-0.1418,-0.171422663,-0.0829,-0.359290054,-0.2247,-0.147799205,-0.1004,-0.124546554,-0.0721,-0.253937877,-0.1725,Canby Public School District,-0.1725
1,821,Menahga Public School District,1039,95.38%,46.97%,Menahga Public School District,989,94.24%,43.48%,Menahga Public School District,987,94.43%,51.27%,51.6,57.46,46.08,48.75,Menahga Public School District,40.07,46.08,Menahga Public School District,-0.106976744,-0.0552,-0.130425347,-0.0601,-0.223449612,-11.53,-0.15158371,-0.0871,-0.054769231,-0.0267,-0.198050818,-11.38,Menahga Public School District,-11.38
1,656,Faribault Public School District,3652,45.21%,62.98%,Faribault Public School District,3328,40.78%,61.00%,Faribault Public School District,3106,35.03%,68.54%,34.67,41.57,19.82,32.71,Faribault Public School District,13.72,29.75,Faribault Public School District,-0.4283242,-0.1485,-0.307769929,-0.061,-0.60426882,-20.95,-0.213134472,-0.0886,-0.090492204,-0.0296,-0.284339668,-11.82,Faribault Public School District,-11.82
1,914,Ulen-Hitterdal Public School Dist,303,79.87%,31.02%,Ulen-Hitterdal Public School Dist,279,79.57%,10.04%,Ulen-Hitterdal Public School District,302,77.15%,38.41%,53.37,53.49,44.52,52.44,Ulen-Hitterdal Public School Dist,38.85,49.71,Ulen-Hitterdal Public School District,-0.165823496,-0.0885,-0.127358491,-0.0567,-0.272062957,-0.1452,-0.019629837,-0.0105,-0.052059497,-0.0273,-0.070667414,-0.0378,Ulen-Hitterdal Public School District,-0.0378
52,915,Southern Plains Education Coop.,128,78.13%,62.50%,Southern Plains Education Cooperative,109,81.65%,62.39%,Southern Plains Education Cooperative,94,64.89%,80.85%,14.29,31.82,8.33,21.05,Southern Plains Education Cooperative,18.52,29.63,Southern Plains Education Cooperative,-0.417074878,-0.0596,1.223289316,0.1019,0.296011197,0.0423,-0.338466373,-0.1077,0.40760095,0.0858,-0.068824639,-0.0219,Southern Plains Education Cooperative,0.0423
6,916,Northeast Metro 916,909,49.06%,52.04%,Northeast Metro 916,863,43.45%,35.57%,Northeast Metro 916,856,36.45%,59.46%,16.03,24,10.1,15.31,Northeast Metro 916,13.94,12.92,Northeast Metro 916,-0.369931379,-0.0593,0.38019802,0.0384,-0.130380536,-0.0209,-0.362083333,-0.0869,-0.15610712,-0.0239,-0.461666667,-0.1108,Northeast Metro 916,-0.0209
6,917,Intermediate School District 917,780,56.03%,35.51%,Intermediate School District 917,753,56.57%,27.22%,Intermediate School District 917,555,45.59%,55.68%,12.04,18.49,9.38,24.8,Intermediate School District 917,5.56,11.63,Intermediate School District 917,-0.220930233,-0.0266,-0.407249467,-0.0382,-0.53820598,-0.0648,0.341265549,0.0631,-0.531048387,-0.1317,-0.371011357,-0.0686,Intermediate School District 917,-0.0648
52,938,Meeker And Wright Special Education,199,79.40%,56.28%,Meeker And Wright Special Education,182,74.18%,46.15%,Meeker And Wright Special Education,190,83.16%,50.00%,21.74,18.18,4.17,9.52,Meeker and Wright Special Education,11.76,9.52,Meeker and Wright Special Education,-0.808187672,-0.1757,1.820143885,0.0759,-0.459061638,-0.0998,-0.476347635,-0.0866,0,0,-0.476347635,-0.0866,Meeker and Wright Special Education,-0.0866
83,991,Region 6 and 8-SW/WC Service Cooperative,218,75.69%,62.39%,Region 6 and 8-SW/WC Service Cooperative,261,71.26%,45.21%,Region 6 and 8-SW/WC Service Cooperative,292,67.47%,67.12%,16.36,18.11,10.53,17.69,Region 6 and 8-SW/WC Service Cooperative,10.14,15.08,Region 6 and 8-SW/WC Service Cooperative,-0.356356968,-0.0583,-0.037037037,-0.0039,-0.380195599,-0.0622,-0.023191607,-0.0042,-0.147540984,-0.0261,-0.167310878,-0.0303,Region 6 and 8-SW/WC Service Cooperative,-0.0303
1,2071,Lake Crystal-Wellcome Memorial,915,92.57%,25.90%,Lake Crystal-Wellcome Memorial,959,92.28%,17.73%,Lake Crystal-Wellcome Memorial,957,91.01%,24.87%,53.92,62.63,58.51,60.49,Lake Crystal-Wellcome Memorial,59.88,55.42,Lake Crystal-Wellcome Memorial,0.085126113,0.0459,0.023414801,0.0137,0.110534125,0.0596,-0.034168929,-0.0214,-0.083815507,-0.0507,-0.115120549,-0.0721,Lake Crystal-Wellcome Memorial,0.0596
1,2125,Triton School District,1075,77.12%,34.42%,Triton School District,986,77.89%,26.17%,Triton School District,889,76.49%,37.12%,49.64,50.18,42.46,42.12,Triton School District,49.18,42.38,Triton School District,-0.144641418,-0.0718,0.158266604,0.0672,-0.00926672,-0.46,-0.160621762,-0.0806,0.00617284,0.0026,-0.155440415,-7.8,Triton School District,-0.46
1,2134,United South Central School Dist.,737,80.46%,46.54%,United South Central School District,756,78.97%,38.62%,United South Central School District,763,78.77%,44.82%,56.34,61.04,49.32,50.53,United South Central School District,43.77,44.44,United South Central School District,-0.124600639,-0.0702,-0.112530414,-0.0555,-0.223109691,-0.1257,-0.172182176,-0.1051,-0.120522462,-0.0609,-0.271952818,-0.166,United South Central School District,-0.1257
1,2135,Maple River School District,904,91.92%,30.75%,Maple River School District,889,90.10%,24.07%,Maple River School District,946,88.05%,39.64%,67.29,67.02,52.71,57.62,Maple River School District,53.96,54.11,Maple River School District,-0.216674097,-0.1458,0.023714665,0.0125,-0.198097786,-0.1333,-0.14025664,-0.094,-0.060916348,-0.0351,-0.192629066,-0.1291,Maple River School District,-0.1291
1,2137,Kingsland Public School District,554,93.68%,27.26%,Kingsland Public School District,524,91.22%,21.76%,Kingsland Public School District,524,91.03%,34.54%,47.54,62.32,44.77,57.14,Kingsland Public School District,47.19,50.38,Kingsland Public School District,-0.058266723,-0.0277,0.054054054,0.0242,-0.007362221,-0.0035,-0.083119384,-0.0518,-0.118305915,-0.0676,-0.191591784,-0.1194,Kingsland Public School District,-0.0035
1,2142,St. Louis County School District,2061,79.23%,45.22%,St. Louis County School District,2014,77.26%,35.85%,St. Louis County School District,1914,77.85%,42.37%,41.23,55.27,31.77,46.1,St. Louis County School District,29.48,42.79,St. Louis County School District,-0.229444579,-0.0946,-0.072080579,-0.0229,-0.28498666,-11.75,-0.165912792,-0.0917,-0.071800434,-0.0331,-0.225800615,-12.48,St. Louis County School District,-11.75
1,2143,Waterville-Elysian-Morristown Public School District,791,87.36%,35.02%,Waterville-Elysian-Morristown Public School District,754,89.39%,19.10%,Waterville-Elysian-Morristown Public School District,716,89.94%,30.03%,62.02,66.37,46.19,47.72,Waterville-Elysian-Morristown Public School District,46.63,45.79,Waterville-Elysian-Morristown Public School District,-0.255240245,-0.1583,0.009525871,0.0044,-0.248145759,-0.1539,-0.281000452,-0.1865,-0.040444258,-0.0193,-0.310079855,-0.2058,Waterville-Elysian-Morristown Public School District,-0.1539
1,2144,Chisago Lakes School District,3475,93.29%,18.94%,Chisago Lakes School District,3357,91.12%,14.12%,Chisago Lakes School District,3317,90.50%,21.95%,62.83,65.6,51.23,56.27,Chisago Lakes School District,56.64,56.13,Chisago Lakes School District,-0.184625179,-0.116,0.105602186,0.0541,-0.098519815,-6.19,-0.14222561,-0.0933,-0.002488004,-0.0014,-0.144359756,-9.47,Chisago Lakes School District,-6.19
1,2149,Minnewaska School District,1304,92.48%,29.60%,Minnewaska School District,1353,92.83%,25.94%,Minnewaska School District,1324,93.50%,29.61%,62.84,62.07,55.86,55.29,Minnewaska School District,61.57,57.81,Minnewaska School District,-0.111075748,-0.0698,0.102219835,0.0571,-0.020210057,-1.27,-0.109231513,-0.0678,0.045577862,0.0252,-0.068632189,-4.26,Minnewaska School District,-1.27
1,2155,Wadena-Deer Creek School District,1040,89.62%,52.31%,Wadena-Deer Creek School District,1060,86.42%,37.55%,Wadena-Deer Creek School District,1079,86.28%,45.04%,47.93,56.08,33.02,45.66,Wadena-Deer Creek School District,38.59,40.18,Wadena-Deer Creek School District,-0.311078656,-0.1491,0.168685645,0.0557,-0.194867515,-9.34,-0.185805991,-0.1042,-0.120017521,-0.0548,-0.283523538,-15.9,Wadena-Deer Creek School District,-9.34
1,2159,Buffalo Lk-Hector-Stewart Public Sc,504,84.52%,36.71%,Buffalo Lake-Hector-Stewart Public Schools,495,79.80%,31.52%,Buffalo Lake-Hector-Stewart Public Schools,451,76.27%,44.57%,57.51,63.97,46.92,46.82,Buffalo Lake-Hector-Stewart Public Schools,50.7,54.95,Buffalo Lake-Hector-Stewart Public Schools,-0.184141888,-0.1059,0.08056266,0.0378,-0.118414189,-0.0681,-0.268094419,-0.1715,0.173643742,0.0813,-0.141003595,-0.0902,Buffalo Lake-Hector-Stewart Public Schools,-0.0681
1,2164,Dilworth-Glyndon-Felton,1642,86.91%,27.95%,Dilworth-Glyndon-Felton,1589,83.95%,20.08%,Dilworth-Glyndon-Felton,1535,83.71%,31.27%,57.49,62.08,47.25,53.08,Dilworth-Glyndon-Felton,43.17,50.18,Dilworth-Glyndon-Felton,-0.178117934,-0.1024,-0.086349206,-0.0408,-0.249086798,-14.32,-0.144974227,-0.09,-0.054634514,-0.029,-0.191688144,-11.9,Dilworth-Glyndon-Felton,-11.9
1,2165,Hinckley-Finlayson School District,976,73.46%,55.64%,Hinckley-Finlayson School District,1008,67.86%,53.27%,Hinckley-Finlayson School District,869,65.13%,57.65%,32.8,41.45,24.05,35.31,Hinckley-Finlayson School District,29.68,35.75,Hinckley-Finlayson School District,-0.266768293,-0.0875,0.234095634,0.0563,-0.095121951,-0.0312,-0.148130277,-0.0614,0.012461059,0.0044,-0.137515078,-0.057,Hinckley-Finlayson School District,-0.0312
1,2167,Lakeview School District,647,89.49%,33.85%,Lakeview School District,647,87.17%,23.03%,Lakeview School District,720,86.94%,30.56%,57.99,64.86,52.91,59.1,Lakeview School District,53.65,51.31,Lakeview School District,-0.087601311,-0.0508,0.013986014,0.0074,-0.07484049,-0.0434,-0.08880666,-0.0576,-0.131810491,-0.0779,-0.208911502,-0.1355,Lakeview School District,-0.0434
1,2168,NRHEG School District,899,92.10%,32.04%,NRHEG School District,834,91.25%,24.58%,NRHEG School District,762,90.16%,39.24%,55.73,57.92,39.21,45.34,NRHEG School District,39.66,43.13,NRHEG School District,-0.296429212,-0.1652,0.011476664,0.0045,-0.288354567,-0.1607,-0.217196133,-0.1258,-0.048742832,-0.0221,-0.25535221,-0.1479,NRHEG School District,-0.1479
1,2169,Murray County Central School Dist.,747,94.65%,28.25%,Murray County Central School Dist.,706,93.34%,28.90%,Murray County Central Schools,721,88.90%,35.78%,60.3,65.67,64.64,58.51,Murray County Central Schools,57.53,60.61,Murray County Central Schools,0.071973466,0.0434,-0.109993812,-0.0711,-0.045936982,-0.0277,-0.109029998,-0.0716,0.035891301,0.021,-0.077051926,-0.0506,Murray County Central School District,-0.0277
1,2170,Staples-Motley School District,1104,88.22%,51.45%,Staples-Motley School District,948,87.55%,34.28%,Staples-Motley School District,901,90.23%,48.50%,42.66,49.21,40.76,44.84,Staples-Motley School District,39.44,41.53,Staples-Motley School District,-0.044538209,-0.019,-0.032384691,-0.0132,-0.075480544,-3.22,-0.088803089,-0.0437,-0.07381802,-0.0331,-0.15606584,-7.68,Staples-Motley School District,-3.22
1,2171,Kittson Central School District,230,90.00%,32.17%,Kittson Central School District,233,89.70%,28.33%,Kittson Central School District,247,88.26%,27.53%,68.75,70,52.89,49.59,Kittson Central School District,51.54,48.87,Kittson Central School District,-0.230690909,-0.1586,-0.025524674,-0.0135,-0.250327273,-0.1721,-0.291571429,-0.2041,-0.014519056,-0.0072,-0.301857143,-0.2113,Kittson Central School District,-0.1721
1,2172,Kenyon-Wanamingo School District,770,89.87%,31.56%,Kenyon-Wanamingo School District,659,87.71%,18.82%,Kenyon-Wanamingo School District,644,87.42%,28.88%,44.6,53.61,35.14,49.15,Kenyon-Wanamingo School District,38.99,49.55,Kenyon-Wanamingo School District,-0.212107623,-0.0946,0.109561753,0.0385,-0.125784753,-0.0561,-0.083193434,-0.0446,0.008138352,0.004,-0.07573214,-0.0406,Kenyon-Wanamingo School District,-0.0406
1,2174,Pine River-Backus School District,944,94.81%,46.82%,Pine River-Backus School District,915,92.90%,41.86%,Pine River-Backus School District,906,91.39%,62.47%,47.05,55.49,30.62,44.76,Pine River-Backus School District,34.32,47.24,Pine River-Backus School District,-0.349202976,-0.1643,0.120836055,0.037,-0.270563231,-0.1273,-0.193368174,-0.1073,0.055406613,0.0248,-0.148675437,-0.0825,Pine River-Backus School District,-0.0825
1,2176,Warren-Alvarado-Oslo School Dist.,526,81.56%,43.54%,Warren-Alvarado-Oslo School District,581,81.58%,28.40%,Warren-Alvarado-Oslo School District,589,84.21%,40.24%,57.14,53.2,42.46,51.45,Warren-Alvarado-Oslo School District,40.56,49.65,Warren-Alvarado-Oslo School District,-0.256912846,-0.1468,-0.044747998,-0.019,-0.290164508,-0.1658,-0.032894737,-0.0175,-0.034985423,-0.018,-0.066729323,-0.0355,Warren-Alvarado-Oslo School District,-0.0355
1,2180,MACCRAY School District,729,83.26%,41.70%,MACCRAY School District,720,79.44%,29.31%,MACCRAY School District,722,79.50%,45.84%,51.21,52.86,48.23,47.4,MACCRAY School District,41.52,44.61,MACCRAY School District,-0.058191759,-0.0298,-0.139125026,-0.0671,-0.189220855,-0.0969,-0.103291714,-0.0546,-0.058860759,-0.0279,-0.156072645,-0.0825,MACCRAY School District,-0.0825
1,882,Monticello Public School District,4125,85.09%,23.59%,Monticello Public School District,4166,81.20%,19.08%,Monticello Public School District,4013,77.32%,30.53%,66.67,67,59.39,58.33,Monticello Public School District,52.6,52.89,Monticello Public School District,-0.10919454,-0.0728,-0.114329012,-0.0679,-0.211039448,-14.07,-0.129402985,-0.0867,-0.093262472,-0.0544,-0.210597015,-14.11,Monticello Public School District,-14.07
1,2190,Yellow Medicine East,696,69.25%,40.52%,Yellow Medicine East,647,65.69%,33.54%,Yellow Medicine East,605,68.26%,45.12%,37.97,53.75,27.3,40.97,Yellow Medicine East,28.32,42.22,Yellow Medicine East,-0.281011325,-0.1067,0.037362637,0.0102,-0.254148012,-0.0965,-0.237767442,-0.1278,0.030510129,0.0125,-0.214511628,-0.1153,Yellow Medicine East,-0.0965
1,2198,Fillmore Central,621,95.49%,29.95%,Fillmore Central,589,91.85%,20.88%,Fillmore Central,575,92.17%,35.65%,55.18,60.5,35.06,53.16,Fillmore Central,45.99,51.54,Fillmore Central,-0.364624864,-0.2012,0.311751284,0.1093,-0.16654585,-0.0919,-0.121322314,-0.0734,-0.030474041,-0.0162,-0.148099174,-0.0896,Fillmore Central,-0.0896
1,2215,Norman County East School District,258,80.62%,47.29%,Norman County East School District,209,79.43%,49.28%,Norman County East School District,166,76.51%,47.59%,54.73,52.94,46.3,38.94,Norman County East School District,24.14,36.05,Norman County East School District,-0.154028869,-0.0843,-0.478617711,-0.2216,-0.558925635,-0.3059,-0.264450321,-0.14,-0.074216744,-0.0289,-0.319040423,-0.1689,Norman County East School District,-0.1689
1,2310,Sibley East School District,1150,63.65%,40.87%,Sibley East School District,1050,64.10%,26.38%,Sibley East School District,1089,61.34%,41.51%,44.48,51.09,36.8,43.85,Sibley East School District,40.68,48.09,Sibley East School District,-0.172661871,-0.0768,0.105434783,0.0388,-0.085431655,-3.8,-0.141710707,-0.0724,0.096693273,0.0424,-0.058719906,-3,Sibley East School District,-3
1,2311,Clearbrook-Gonvick School District,464,76.08%,52.80%,Clearbrook-Gonvick School District,447,74.50%,43.40%,Clearbrook-Gonvick School District,460,73.48%,52.83%,46.38,55.65,37.17,49.12,Clearbrook-Gonvick School District,29.15,47.93,Clearbrook-Gonvick School District,-0.198576973,-0.0921,-0.215765402,-0.0802,-0.371496335,-0.1723,-0.117340521,-0.0653,-0.024226384,-0.0119,-0.138724169,-0.0772,Clearbrook-Gonvick School District,-0.0772
