District.Type,District.Number,name19.x,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25,math19,reading19,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,filter_helper
1,362,Littlefork-Big Falls School Dist.,327,89.91%,35.78%,Littlefork-Big Falls School Dist.,338,90.24%,27.51%,Littlefork-Big Falls School District,402,90.30%,42.79%,58.89,61.36,50,49.41,Littlefork-Big Falls School Dist.,36.65,35.57,Littlefork-Big Falls School District,-0.150959416,-0.0889,-0.267,-0.1335,-0.377653252,-0.2224,-0.194752282,-0.1195,-0.280105242,-0.1384,-0.420306389,-0.2579,Littlefork-Big Falls School District,-0.2224
1,363,South Koochiching School District,287,82.23%,49.48%,South Koochiching School District,284,79.23%,45.77%,South Koochiching School District,203,66.50%,61.58%,44.94,48.47,25.31,40.24,South Koochiching School District,21.51,37.14,South Koochiching School District,-0.436804628,-0.1963,-0.150138285,-0.038,-0.521361816,-0.2343,-0.16979575,-0.0823,-0.077037773,-0.031,-0.233752837,-0.1133,South Koochiching School District,-0.1133
1,378,Dawson-Boyd Public School District,568,87.32%,36.80%,Dawson-Boyd Public School District,557,86.00%,30.88%,Dawson-Boyd Public School District,566,82.86%,38.16%,59.16,64.67,41.87,56.49,Dawson-Boyd Public School District,40.34,53.06,Dawson-Boyd Public School District,-0.292258283,-0.1729,-0.036541677,-0.0153,-0.318120352,-0.1882,-0.126488325,-0.0818,-0.060718711,-0.0343,-0.179526829,-0.1161,Dawson-Boyd Public School District,-0.1161
1,742,St. Cloud Public School District,10292,45.31%,61.37%,St. Cloud Public School District,9546,38.60%,57.10%,St. Cloud Public School District,9940,36.06%,64.90%,36.23,43.7,28.01,38.34,St. Cloud Public School District,24.81,33.71,St. Cloud Public School District,-0.226883798,-0.0822,-0.114244913,-0.032,-0.315208391,-11.42,-0.122654462,-0.0536,-0.120761607,-0.0463,-0.228604119,-9.99,St. Cloud Public School District,-9.99
1,390,Lake of The Woods School District,477,85.95%,42.14%,Lake of The Woods School District,473,86.05%,21.99%,Lake of The Woods School District,462,82.25%,34.42%,39.41,48.25,28.57,38.12,Lake of the Woods School District,29.02,38.64,Lake of the Woods School District,-0.275057092,-0.1084,0.015750788,0.0045,-0.26363867,-0.1039,-0.209948187,-0.1013,0.013641133,0.0052,-0.199170984,-0.0961,Lake of the Woods School District,-0.0961
1,391,Cleveland Public School District,524,91.03%,25.57%,Cleveland Public School District,559,92.49%,13.42%,Cleveland Public School District,650,89.69%,20.77%,55.76,66.79,49.28,58.8,Cleveland Public School District,48.43,53.58,Cleveland Public School District,-0.116212339,-0.0648,-0.017248377,-0.0085,-0.131456241,-0.0733,-0.119628687,-0.0799,-0.08877551,-0.0522,-0.197784099,-0.1321,Cleveland Public School District,-0.0733
1,402,Hendricks Public School District,138,89.13%,31.16%,Hendricks Public School District,166,84.34%,30.12%,Hendricks Public School District,244,81.15%,45.90%,57.89,71.43,43.33,48.57,Hendricks Public School District,42.19,48.48,Hendricks Public School District,-0.251511487,-0.1456,-0.026309716,-0.0114,-0.271204008,-0.157,-0.320033599,-0.2286,-0.001852996,-0.0009,-0.321293574,-0.2295,Hendricks Public School District,-0.157
1,403,Ivanhoe Public School District,91,95.60%,37.36%,Ivanhoe Public School District,83,97.59%,20.48%,Ivanhoe Public School District,71,94.37%,22.54%,67.35,55.1,69.57,64.44,Ivanhoe Public School District,63.89,72.22,Ivanhoe Public School District,0.032962138,0.0222,-0.081644387,-0.0568,-0.051373422,-0.0346,0.169509982,0.0934,0.120732464,0.0778,0.310707804,0.1712,Ivanhoe Public School District,0.1712
1,404,Lake Benton Public School District,144,94.44%,33.33%,Lake Benton Public School District,120,95.00%,30.00%,Lake Benton Public School District,102,93.14%,37.25%,68.29,78.05,63.93,67.21,Lake Benton Public School District,75.51,73.47,Lake Benton Public School District,-0.063845365,-0.0436,0.181135617,0.1158,0.105725582,0.0722,-0.13888533,-0.1084,0.093140902,0.0626,-0.058680333,-0.0458,Lake Benton Public School District,0.0722
1,518,Worthington Public School District,3904,34.20%,62.12%,Worthington Public School District,3797,25.76%,60.76%,Worthington Public School District,4064,27.78%,63.44%,35.63,44.61,27.23,36.04,Worthington Public School District,27.21,32.56,Worthington Public School District,-0.235756385,-0.084,-0.000734484,-0.0002,-0.23631771,-8.42,-0.192109393,-0.0857,-0.096559378,-0.0348,-0.270118807,-12.05,Worthington Public School District,-8.42
1,414,Minneota Public School District,530,89.62%,28.30%,Minneota Public School District,520,90.00%,15.77%,Minneota Public School District,554,89.71%,25.45%,70.57,74.16,60.43,61.51,Minneota Public School District,62.11,67.25,Minneota Public School District,-0.143687119,-0.1014,0.027800761,0.0168,-0.119880969,-0.0846,-0.170577131,-0.1265,0.09331816,0.0574,-0.093176915,-0.0691,Minneota Public School District,-0.0691
1,415,Lynd Public School District,180,61.11%,59.44%,Lynd Public School District,164,65.24%,55.49%,Lynd Public School District,175,56.57%,56.57%,31.08,39.19,25.58,35.96,Lynd Public School District,17.02,39.36,Lynd Public School District,-0.176962677,-0.055,-0.334636435,-0.0856,-0.452380952,-0.1406,-0.082418984,-0.0323,0.094549499,0.034,0.004337841,0.0017,Lynd Public School District,0.0017
1,727,Big Lake Public School District,3056,85.31%,22.68%,Big Lake Public School District,3112,79.53%,19.44%,Big Lake Public School District,3190,76.14%,33.45%,62.96,63.13,48.53,53.95,Big Lake Public School District,48.36,50.06,Big Lake Public School District,-0.229193139,-0.1443,-0.003502988,-0.0017,-0.231893266,-14.6,-0.145414225,-0.0918,-0.0721038,-0.0389,-0.207033106,-13.07,Big Lake Public School District,-13.07
1,424,Lester Prairie Public School Dist.,434,78.34%,30.18%,Lester Prairie Public School Dist.,471,74.10%,21.23%,Lester Prairie Public School District,435,73.56%,31.72%,51.95,55.39,46.99,45.79,Lester Prairie Public School Dist.,44.62,34.82,Lester Prairie Public School District,-0.09547642,-0.0496,-0.050436263,-0.0237,-0.141097209,-0.0733,-0.173316483,-0.096,-0.239571959,-0.1097,-0.371366673,-0.2057,Lester Prairie Public School District,-0.0733
1,432,Mahnomen Public School District,642,15.42%,79.75%,Mahnomen Public School District,701,12.84%,67.05%,Mahnomen Public School District,674,7.57%,76.56%,32.08,33.33,20.29,20.44,Mahnomen Public School District,16.46,23.8,Mahnomen Public School District,-0.367518703,-0.1179,-0.188762937,-0.0383,-0.486907731,-0.1562,-0.386738674,-0.1289,0.164383562,0.0336,-0.285928593,-0.0953,Mahnomen Public School District,-0.0953
1,435,Waubun-Ogema-White Earth Public Sch,697,19.23%,68.72%,Waubun-Ogema-White Earth Schools,699,16.02%,64.23%,Waubun-Ogema-White Earth Schools,727,15.27%,63.69%,32.23,41.97,27.54,33.73,Waubun-Ogema-White Earth Schools,23.81,32.66,Waubun-Ogema-White Earth Schools,-0.145516599,-0.0469,-0.135439361,-0.0373,-0.261247285,-0.0842,-0.196330712,-0.0824,-0.031722502,-0.0107,-0.221825113,-0.0931,Waubun-Ogema-White Earth Public Schools,-0.0842
1,441,Marshall County Central Schools,427,95.78%,33.96%,Marshall County Central Schools,440,94.77%,25.68%,Marshall County Central Schools,463,93.09%,38.66%,49.79,62.65,42.19,54.84,Marshall County Central Schools,38.84,53.7,Marshall County Central Schools,-0.152641093,-0.076,-0.079402702,-0.0335,-0.219923679,-0.1095,-0.124660814,-0.0781,-0.020787746,-0.0114,-0.142857143,-0.0895,Marshall County Central Schools,-0.0895
1,447,Grygla Public School District,149,95.30%,46.98%,Grygla Public School District,134,92.54%,32.09%,Grygla Public School District,135,87.41%,37.78%,70.67,51.28,47.22,40.54,Grygla Public School District,42.42,35.62,Grygla Public School District,-0.331823971,-0.2345,-0.101651842,-0.048,-0.399745295,-0.2825,-0.209438378,-0.1074,-0.121361618,-0.0492,-0.305382215,-0.1566,Grygla Public School District,-0.1566
1,458,Truman Public School District,216,91.67%,62.04%,Truman Public School District,253,88.54%,54.55%,Truman Public School District,229,86.03%,56.33%,34.34,56,30.77,37.5,Truman Public School District,31.82,35.78,Truman Public School District,-0.103960396,-0.0357,0.034124147,0.0105,-0.073383809,-0.0252,-0.330357143,-0.185,-0.045866667,-0.0172,-0.361071429,-0.2022,Truman Public School District,-0.0252
1,463,Eden Valley-Watkins School District,971,93.61%,31.51%,Eden Valley-Watkins School District,926,93.74%,22.46%,Eden Valley-Watkins School District,868,92.86%,27.19%,71.01,68.28,52.97,49.69,Eden Valley-Watkins School District,59.11,52.09,Eden Valley-Watkins School District,-0.254048726,-0.1804,0.115914669,0.0614,-0.167582031,-0.119,-0.272261277,-0.1859,0.048299457,0.024,-0.237111892,-0.1619,Eden Valley-Watkins School District,-0.119
1,270,Hopkins Public School District,6883,52.96%,35.44%,Hopkins Public School District,6942,50.29%,30.80%,Hopkins Public School District,7129,49.25%,37.35%,54.48,59.48,41.81,51.94,Hopkins Public School District,38,48.66,Hopkins Public School District,-0.232562408,-0.1267,-0.091126525,-0.0381,-0.302496329,-16.48,-0.126765299,-0.0754,-0.063149788,-0.0328,-0.181909886,-10.82,Hopkins Public School District,-10.82
1,294,Houston Public School District,1976,74.85%,30.01%,Houston Public School District,1906,71.20%,36.04%,Houston Public School District,1934,68.20%,52.02%,40.65,58.07,32.88,50.91,Houston Public School District,32.56,49.74,Houston Public School District,-0.191143911,-0.0777,-0.00973236,-0.0032,-0.19901599,-8.09,-0.123299466,-0.0716,-0.022981732,-0.0117,-0.143447563,-8.33,Houston Public School District,-8.09
1,473,Isle Public School District,432,77.78%,56.25%,Isle Public School District,434,78.34%,51.84%,Isle Public School District,394,79.70%,51.27%,34.21,54.24,44.44,43.6,Isle Public School District,37.44,39.61,Isle Public School District,0.29903537,0.1023,-0.157515752,-0.07,0.094416837,0.0323,-0.196165192,-0.1064,-0.091513761,-0.0399,-0.269727139,-0.1463,Isle Public School District,0.0323
1,745,Albany Public School District,1768,95.70%,19.57%,Albany Public School District,1774,93.80%,14.54%,Albany Public School District,1744,93.92%,18.58%,71.44,68.55,59.21,55.95,Albany Public School District,58.83,57.85,Albany Public School District,-0.171192609,-0.1223,-0.006417835,-0.0038,-0.176511758,-12.61,-0.18380744,-0.126,0.033958892,0.019,-0.156090445,-10.7,Albany Public School District,-10.7
1,480,Onamia Public School District,646,41.02%,68.73%,Onamia Public School District,561,39.22%,55.44%,Onamia Public School District,556,39.21%,80.58%,30.03,36.3,20.1,34.58,Onamia Public School District,13.51,25.23,Onamia Public School District,-0.330669331,-0.0993,-0.327860697,-0.0659,-0.55011655,-0.1652,-0.04738292,-0.0172,-0.270387507,-0.0935,-0.304958678,-0.1107,Onamia Public School District,-0.1107
1,549,Perham-Dent Public School District,1527,81.53%,36.08%,Perham-Dent Public School District,1572,80.53%,22.07%,Perham-Dent Public School District,1671,80.73%,34.71%,59.08,61.98,46.78,56.7,Perham-Dent Public School District,46.34,54.58,Perham-Dent Public School District,-0.208192282,-0.123,-0.009405729,-0.0044,-0.21563981,-12.74,-0.085188771,-0.0528,-0.037389771,-0.0212,-0.119393353,-7.4,Perham-Dent Public School District,-7.4
1,332,Mora Public School District,1643,91.36%,39.93%,Mora Public School District,1607,89.73%,33.35%,Mora Public Schools,1656,87.68%,40.58%,58.86,66.06,51.88,61.3,Mora Public School District,51.44,61.14,Mora Public Schools,-0.118586476,-0.0698,-0.00848111,-0.0044,-0.126061842,-7.42,-0.072055707,-0.0476,-0.002610114,-0.0016,-0.074477748,-4.92,Mora Public School District,-4.92
1,485,Royalton Public School District,954,93.50%,28.09%,Royalton Public School District,932,94.31%,20.28%,Royalton Public School District,938,93.92%,27.83%,52.92,52.71,51.95,52.92,Royalton Public School District,48.25,49.15,Royalton Public School District,-0.018329554,-0.0097,-0.071222329,-0.037,-0.08824641,-0.0467,0.003984064,0.0021,-0.071239607,-0.0377,-0.067539366,-0.0356,Royalton Public School District,-0.0356
1,486,Swanville Public School District,329,94.53%,39.51%,Swanville Public School District,350,91.14%,34.29%,Swanville Public School District,367,90.46%,40.33%,44.94,52.75,27.66,37.06,Swanville Public School District,31.67,32.43,Swanville Public School District,-0.384512684,-0.1728,0.144974693,0.0401,-0.295282599,-0.1327,-0.297440758,-0.1569,-0.124932542,-0.0463,-0.38521327,-0.2032,Swanville Public School District,-0.1327
1,487,Upsala Public School District,380,95.79%,30.53%,Upsala Public School District,363,96.14%,23.14%,Upsala Public School District,327,97.86%,29.36%,38.71,54.12,38.04,47.4,Upsala Public School District,44.51,53.8,Upsala Public School District,-0.017308189,-0.0067,0.170084122,0.0647,0.149832085,0.058,-0.124168514,-0.0672,0.135021097,0.064,-0.005912786,-0.0032,Upsala Public School District,0.058
1,623,Roseville Public School District,7655,43.66%,44.72%,Roseville Public School District,7379,40.01%,37.31%,Roseville Public School District,7256,37.57%,48.64%,49.07,56.35,37.45,50.04,Roseville Public School District,37.78,45.45,Roseville Public School District,-0.236804565,-0.1162,0.008811749,0.0033,-0.230079478,-11.29,-0.111978705,-0.0631,-0.091726619,-0.0459,-0.193433895,-10.9,Roseville Public School District,-10.9
1,495,Grand Meadow Public School District,438,91.32%,27.40%,Grand Meadow Public School District,466,90.56%,15.67%,Grand Meadow Public School District,443,92.55%,25.96%,41.67,53.16,26.14,40.52,Grand Meadow Public School District,36.52,56.83,Grand Meadow Public School District,-0.372690185,-0.1553,0.397092578,0.1038,-0.123590113,-0.0515,-0.237772761,-0.1264,0.402517275,0.1631,0.06903687,0.0367,Grand Meadow Public School District,0.0367
1,497,Lyle Public School District,284,79.23%,51.06%,Lyle Public School District,306,73.86%,54.90%,Lyle Public School District,306,79.74%,54.25%,25.37,40,19.59,32.43,Lyle Public School District,13.91,32.68,Lyle Public School District,-0.227828143,-0.0578,-0.289943849,-0.0568,-0.451714624,-0.1146,-0.18925,-0.0757,0.007708912,0.0025,-0.183,-0.0732,Lyle Public School District,-0.0732
1,499,LeRoy-Ostrander Public Schools,266,89.85%,37.22%,LeRoy-Ostrander Public Schools,250,90.00%,19.20%,LeRoy-Ostrander Public Schools,258,87.98%,33.33%,47.68,63.4,31.58,45.86,LeRoy-Ostrander Public Schools,26.77,32.54,LeRoy-Ostrander Public Schools,-0.337667785,-0.161,-0.15231159,-0.0481,-0.438548658,-0.2091,-0.276656151,-0.1754,-0.290449193,-0.1332,-0.486750789,-0.3086,Leroy-Ostrander Public Schools,-0.2091
1,500,Southland Public School District,382,91.36%,27.23%,Southland Public School District,410,90.98%,24.63%,Southland Public School District,520,87.88%,36.35%,51.72,57.08,47.2,55.26,Southland Public School District,37.7,52.51,Southland Public School District,-0.087393658,-0.0452,-0.201271186,-0.095,-0.271075019,-0.1402,-0.031885074,-0.0182,-0.049764748,-0.0275,-0.080063069,-0.0457,Southland Public School District,-0.0457
1,505,Fulda Public School District,346,80.92%,37.28%,Fulda Public School District,378,76.46%,38.36%,Fulda Public School District,336,75.30%,47.92%,57.69,54.75,45.64,44.17,Fulda Public School District,43.39,50,Fulda Public School District,-0.208875022,-0.1205,-0.049298861,-0.0225,-0.247876582,-0.143,-0.193242009,-0.1058,0.131990038,0.0583,-0.086757991,-0.0475,Fulda Public School District,-0.0475
1,507,Nicollet Public School District,391,90.28%,18.67%,Nicollet Public School District,362,90.06%,10.50%,Nicollet Public School District,314,92.68%,21.02%,52.86,55.96,37.7,51.74,Nicollet Public School District,55.63,55.63,Nicollet Public School District,-0.286795308,-0.1516,0.475596817,0.1793,0.052402573,0.0277,-0.075411008,-0.0422,0.07518361,0.0389,-0.005897069,-0.0033,Nicollet Public School District,0.0277
1,621,Mounds View Public School District,11957,62.16%,29.89%,Mounds View Public School District,11747,58.88%,25.60%,Mounds View Public School District,11934,58.16%,33.44%,66.91,67.58,54.61,59.84,Mounds View Public School District,55.82,56.49,Mounds View Public School District,-0.183829024,-0.123,0.022157114,0.0121,-0.165745031,-11.09,-0.114530926,-0.0774,-0.05598262,-0.0335,-0.164101805,-11.09,Mounds View Public School District,-11.09
1,511,Adrian Public School District,574,81.01%,40.24%,Adrian Public School District,589,79.97%,25.98%,Adrian Public School District,589,81.32%,36.67%,52.16,57.33,44.73,53.44,Adrian Public School District,54,50.34,Adrian Public School District,-0.142446319,-0.0743,0.207243461,0.0927,0.035276074,0.0184,-0.067852782,-0.0389,-0.058008982,-0.031,-0.121925693,-0.0699,Adrian Public School District,0.0184
1,514,Ellsworth Public School District,142,96.48%,46.48%,Ellsworth Public School District,146,90.41%,40.41%,Ellsworth Public School District,136,86.03%,39.71%,48.68,63.38,30.56,46.84,Ellsworth Public School District,50.68,50.68,Ellsworth Public School District,-0.372226787,-0.1812,0.658376963,0.2012,0.041084634,0.02,-0.260965604,-0.1654,0.081981213,0.0384,-0.200378668,-0.127,Ellsworth Public School District,0.02
1,2860,Blue Earth Area Public School,1035,82.03%,42.22%,Blue Earth Area Public School,1080,79.26%,41.30%,Blue Earth Area School District,1064,74.62%,51.79%,47.74,54.06,33.96,42.75,Blue Earth Area School District,33.27,44.64,Blue Earth Area School District,-0.288646837,-0.1378,-0.020318021,-0.0069,-0.303100126,-14.47,-0.209211987,-0.1131,0.044210526,0.0189,-0.174250832,-9.42,Blue Earth Area Public School,-9.42
1,593,Crookston Public School District,1191,66.41%,49.45%,Crookston Public School District,1158,61.14%,50.43%,Crookston Public School District,1140,60.53%,55.53%,56.16,55.86,42.1,44.96,Crookston Public School District,41.4,49.33,Crookston Public School District,-0.250356125,-0.1406,-0.016627078,-0.007,-0.262820513,-14.76,-0.195130684,-0.109,0.097197509,0.0437,-0.116899391,-6.53,Crookston Public School District,-6.53
1,381,Lake Superior Public School Dist.,1391,95.40%,26.02%,Lake Superior Public School Dist.,1336,94.24%,20.88%,Lake Superior Public School District,1286,91.84%,33.59%,57.62,61.62,35.31,44.13,Lake Superior Public School District,34.56,43.11,Lake Superior Public School District,-0.387191947,-0.2231,-0.021240442,-0.0075,-0.400208261,-23.06,-0.283836417,-0.1749,-0.023113528,-0.0102,-0.300389484,-18.51,Lake Superior Public School District,-18.51
1,740,Melrose Public School District,1331,70.32%,42.37%,Melrose Public School District,1269,69.27%,25.45%,Melrose Public School District,1313,66.18%,40.52%,59.1,54.61,48.46,48.2,Melrose Public School District,47.66,46.52,Melrose Public School District,-0.180033841,-0.1064,-0.016508461,-0.008,-0.19357022,-11.44,-0.11737777,-0.0641,-0.034854772,-0.0168,-0.148141366,-8.09,Melrose Public School District,-8.09
1,738,Holdingford Public School District,1064,97.65%,23.40%,Holdingford Public School District,1058,96.03%,15.50%,Holdingford Public School District,1098,96.27%,29.51%,71.27,67.07,54.3,60.96,Holdingford Public School District,53.42,50.94,Holdingford Public School District,-0.238108601,-0.1697,-0.016206262,-0.0088,-0.250456012,-17.85,-0.091098852,-0.0611,-0.164370079,-0.1002,-0.240495005,-16.13,Holdingford Public School District,-16.13
1,542,Battle Lake Public School District,428,89.02%,29.44%,Battle Lake Public School District,404,88.37%,30.20%,Battle Lake Public School District,414,86.96%,32.13%,70.48,71.67,66.67,63.43,Battle Lake Public School District,64,62.8,Battle Lake Public School District,-0.054057889,-0.0381,-0.040047998,-0.0267,-0.091940976,-0.0648,-0.114971397,-0.0824,-0.009932209,-0.0063,-0.123761686,-0.0887,Battle Lake Public School District,-0.0648
1,831,Forest Lake Public School District,6148,85.78%,21.83%,Forest Lake Public School District,5958,81.40%,17.47%,Forest Lake Public School District,5776,77.01%,27.13%,60.13,61.04,47.46,50.64,Forest Lake Public School District,49.61,49.8,Forest Lake Public School District,-0.210710128,-0.1267,0.045301306,0.0215,-0.174954266,-10.52,-0.170380079,-0.104,-0.016587678,-0.0084,-0.184141547,-11.24,Forest Lake Public School District,-10.52
1,545,Henning Public School District,368,94.29%,39.13%,Henning Public School District,377,90.45%,31.03%,Henning Public School District,381,92.13%,43.83%,59.9,65.45,46.94,55.26,Henning Public School District,47.21,54.59,Henning Public School District,-0.216360601,-0.1296,0.005752024,0.0027,-0.211853088,-0.1269,-0.155691367,-0.1019,-0.012124502,-0.0067,-0.165928189,-0.1086,Henning Public School District,-0.1086
1,547,Parkers Prairie Public School Dist.,552,95.83%,25.72%,Parkers Prairie Public School Dist.,544,96.32%,20.59%,Parkers Prairie Public School District,531,96.42%,30.51%,55.56,64.69,49.82,44.88,Parkers Prairie Public School Dist.,43.96,46.67,Parkers Prairie Public School District,-0.103311735,-0.0574,-0.117623444,-0.0586,-0.208783297,-0.116,-0.306229711,-0.1981,0.039884135,0.0179,-0.278559283,-0.1802,Parkers Prairie Public School District,-0.116
1,548,Pelican Rapids Public School Dist.,890,53.03%,54.49%,Pelican Rapids Public School District,867,53.17%,49.94%,Pelican Rapids Public School District,842,51.07%,57.96%,56.14,56.83,43.86,48.16,Pelican Rapids Public School District,47.5,50,Pelican Rapids Public School District,-0.218738867,-0.1228,0.082991336,0.0364,-0.153900962,-0.0864,-0.152560267,-0.0867,0.03820598,0.0184,-0.120183002,-0.0683,Pelican Rapids Public School District,-0.0683
1,347,Willmar Public School District,4478,39.97%,63.13%,Willmar Public School District,4332,35.96%,58.70%,Willmar Public School District,4218,33.55%,64.84%,48.2,46.66,40.64,36.1,Willmar Public School District,39.61,35.63,Willmar Public School District,-0.156846473,-0.0756,-0.025344488,-0.0103,-0.178215768,-8.59,-0.226318045,-0.1056,-0.013019391,-0.0047,-0.236390913,-11.03,Willmar Public School District,-8.59
1,550,Underwood Public School District,567,93.65%,36.16%,Underwood Public School District,581,92.94%,26.51%,Underwood Public School District,554,92.78%,33.57%,56.25,59.62,42.39,43.37,Underwood Public School District,47.46,49.3,Underwood Public School District,-0.2464,-0.1386,0.11960368,0.0507,-0.156266667,-0.0879,-0.272559544,-0.1625,0.136730459,0.0593,-0.173096276,-0.1032,Underwood Public School District,-0.0879
1,553,New York Mills Public School Dist.,744,94.49%,35.35%,New York Mills Public School Dist.,785,93.63%,29.04%,New York Mills Public School District,822,93.19%,43.31%,55.96,59.9,53,48.68,New York Mills Public School Dist.,63.12,57.11,New York Mills Public School District,-0.052894925,-0.0296,0.190943396,0.1012,0.127948535,0.0716,-0.187312187,-0.1122,0.173171734,0.0843,-0.046577629,-0.0279,New York Mills Public School District,0.0716
1,561,Goodridge Public School District,250,88.40%,48.40%,Goodridge Public School District,268,88.43%,43.28%,Goodridge Public School District,275,89.82%,39.64%,48.36,47.5,25.85,37.93,Goodridge Public School District,32.84,32.14,Goodridge Public School District,-0.465467328,-0.2251,0.27040619,0.0699,-0.320926385,-0.1552,-0.201473684,-0.0957,-0.152649618,-0.0579,-0.323368421,-0.1536,Goodridge Public School District,-0.1536
1,564,Thief River Falls School District,2020,83.12%,35.05%,Thief River Falls School District,1853,83.05%,29.57%,Thief River Falls School District,1725,80.70%,39.42%,58.36,60.45,40.97,47.93,Thief River Falls School District,39.92,44.76,Thief River Falls School District,-0.297978067,-0.1739,-0.025628509,-0.0105,-0.315969842,-18.44,-0.207113317,-0.1252,-0.066138118,-0.0317,-0.25955335,-15.69,Thief River Falls School District,-15.69
1,577,Willow River Public School District,415,95.18%,40.48%,Willow River Public School District,423,93.62%,33.10%,Willow River Public School District,436,91.51%,41.51%,45.69,58.26,29.13,47.89,Willow River Public School District,36.32,48.89,Willow River Public School District,-0.362442548,-0.1656,0.246824579,0.0719,-0.205077698,-0.0937,-0.177995194,-0.1037,0.020881186,0.01,-0.160830759,-0.0937,Willow River Public School District,-0.0937
1,533,Dover-Eyota Public School District,1101,93.46%,18.62%,Dover-Eyota Public School District,1082,92.42%,15.71%,Dover-Eyota Public School District,1057,91.01%,18.92%,65.29,63.41,49.05,52.71,Dover-Eyota Public School District,48,51.18,Dover-Eyota Public School District,-0.248736407,-0.1624,-0.021406728,-0.0105,-0.264818502,-17.29,-0.1687431,-0.107,-0.02902675,-0.0153,-0.192871787,-12.23,Dover-Eyota Public School District,-12.23
1,581,Edgerton Public School District,427,74.47%,44.96%,Edgerton Public School District,444,69.14%,43.24%,Edgerton Public School District,437,71.17%,40.96%,50.98,52.97,33.93,37.33,Edgerton Public School District,39.9,38.5,Edgerton Public School District,-0.33444488,-0.1705,0.175950486,0.0597,-0.217340133,-0.1108,-0.295261469,-0.1564,0.031342084,0.0117,-0.273173494,-0.1447,Edgerton Public School District,-0.1108
1,592,Climax-Shelly Public Schools,222,76.58%,63.51%,Climax-Shelly Public Schools,186,73.66%,61.83%,Climax-Shelly Public Schools,159,68.55%,64.78%,32.52,50.41,26.92,44.34,Climax-Shelly Public Schools,12.22,20.99,Climax-Shelly Public Schools,-0.172201722,-0.056,-0.546062407,-0.147,-0.624231242,-0.203,-0.120412617,-0.0607,-0.526612539,-0.2335,-0.583614362,-0.2942,Climax-Shelly Public Schools,-0.203
1,423,Hutchinson Public School District,2944,86.01%,28.09%,Hutchinson Public School District,2756,82.98%,23.15%,Hutchinson Public School District,2722,80.75%,32.73%,65.64,66.27,56.11,57.57,Hutchinson Public School District,55.06,54.78,Hutchinson Public School District,-0.145185862,-0.0953,-0.018713242,-0.0105,-0.161182206,-10.58,-0.131281123,-0.087,-0.048462741,-0.0279,-0.173381621,-11.49,Hutchinson Public School District,-10.58
1,544,Fergus Falls Public School District,2890,86.40%,34.39%,Fergus Falls Public School District,2993,83.19%,27.53%,Fergus Falls Public School District,3235,80.22%,40.96%,58.98,65,54.19,59.66,Fergus Falls Public School District,52.91,58.67,Fergus Falls Public School District,-0.081213971,-0.0479,-0.023620594,-0.0128,-0.102916243,-6.07,-0.082153846,-0.0534,-0.016594033,-0.0099,-0.097384615,-6.33,Fergus Falls Public School District,-6.07
1,599,Fertile-Beltrami School District,476,93.49%,26.89%,Fertile-Beltrami School District,488,93.85%,24.18%,Fertile-Beltrami School District,495,92.93%,36.97%,64.36,71.21,54.26,60.69,Fertile-Beltrami School District,51.42,53.31,Fertile-Beltrami School District,-0.15692977,-0.101,-0.052340582,-0.0284,-0.201056557,-0.1294,-0.14773206,-0.1052,-0.121601582,-0.0738,-0.25136919,-0.179,Fertile-Beltrami School District,-0.1294
1,600,Fisher Public School District,274,82.48%,43.43%,Fisher Public School District,229,80.79%,36.24%,Fisher Public School District,222,74.32%,48.20%,39.86,41.55,29.25,47.75,Fisher Public School District,27.43,37.61,Fisher Public School District,-0.266181636,-0.1061,-0.062222222,-0.0182,-0.311841445,-0.1243,0.14921781,0.062,-0.212356021,-0.1014,-0.094825511,-0.0394,Fisher Public School District,-0.0394
1,601,Fosston Public School District,614,84.36%,39.09%,Fosston Public School District,591,80.71%,38.24%,Fosston Public School District,596,81.38%,54.70%,60.49,66.16,57.09,59.21,Fosston Public School District,47.72,56.74,Fosston Public School District,-0.056207638,-0.034,-0.164126817,-0.0937,-0.211109274,-0.1277,-0.105048368,-0.0695,-0.041715926,-0.0247,-0.142382104,-0.0942,Fosston Public School District,-0.0942
1,595,East Grand Forks Public School Dist,1965,73.08%,33.33%,East Grand Forks Public School Dist,1949,73.11%,29.96%,East Grand Forks Public Schools,2005,73.17%,33.72%,51.6,53.87,44.39,52.06,East Grand Forks Public Schools,43.1,46.37,East Grand Forks Public Schools,-0.139728682,-0.0721,-0.029060599,-0.0129,-0.164728682,-8.5,-0.033599406,-0.0181,-0.109296965,-0.0569,-0.139224058,-7.5,East Grand Forks Public School District,-7.5
